asset_id,path,purpose,replacement,consumer_evidence,scan_scope,current_sha256,recovery,authorization,cleanup_candidate,cleanable,reason
A086,AGENTS.md,update-entry,AGENTS.md,".agents/skills/mj-agent-doc-validate/SKILL.md:15,16; .agents/skills/mj-agent-flow-implement/SKILL.md:15,16; .agents/skills/mj-agent-flow-intake/SKILL.md:15,16; .agents/skills/mj-agent-flow-plan/SKILL.md:15,16; .agents/skills/mj-agent-flow-post-merge/SKILL.md:15,16; .agents/skills/mj-agent-flow-repo-scan/SKILL.md:15,16; .agents/skills/mj-agent-flow-review-respond/SKILL.md:15,16; .agents/skills/mj-agent-flow-scope-drift/SKILL.md:15,16; .agents/skills/mj-agent-flow-self-review/SKILL.md:15,16; .agents/skills/mj-agent-flow-verify/SKILL.md:15,16; .agents/skills/mj-agent-git-branch/SKILL.md:15,16; .agents/skills/mj-agent-git-commit/SKILL.md:119; .agents/skills/mj-agent-git-issue/SKILL.md:15,16; .agents/skills/mj-agent-git-pr/SKILL.md:15,16; .claude/skills/mj-agent-git-commit/SKILL.md:119; .claude/skills/mj-agent-runtime-biz-catalog-sync/SKILL.md:19; .claude/skills/mj-agent-runtime-eval-baseline/SKILL.md:20; .claude/skills/mj-agent-runtime-prompt-version-bump/SKILL.md:19; .claude/skills/mj-agent-runtime-skill-doc-improve/SKILL.md:19; .github/ISSUE_TEMPLATE/documentation.md:41; .github/workflows/check-stale-docs.yml:21,55; .github/workflows/ci.yml:338; CLAUDE.md:6,9,15,18,20,142,154; CONTRIBUTING.md:202; README.md:13; capabilities/AGENTS.md:1,4,40; capabilities/CLAUDE.md:7; capabilities/data-agent/memory-checkpointer/contracts/checkpoint-redaction.contract.yml:8; capabilities/data-agent/memory-checkpointer/contracts/checkpoint-retention.contract.yml:9; capabilities/data-agent/memory-checkpointer/runbook.md:16; capabilities/data-agent/memory-checkpointer/spec.yml:11; capabilities/infrastructure/docker-compose/contracts/docker.contract.yml:106; policies/ai-agent.md:22,30,31,38,41,42; policies/archive.md:150,153; policies/claude-code-skill.md:132,207; policies/docker-runtime.md:152,162; policies/documentation.md:145,148,151,233,243; policies/git-branching.md:107,136,234; policies/security.md:104; scripts/check_loop_section_refs.py:93; scripts/fetch_biz_schema.py:7,49; scripts/find_stale_docs.py:11,44,53; scripts/sdd/_common/codex_hook_renderer.py:64,66; scripts/sdd/_common/codex_rule_renderer.py:49,51; scripts/sdd/agents_sync.py:181,182; scripts/sdd/check_development_agent.py:69,83,90,92,94,96,98,432,434,435,441,449; scripts/sdd/check_test_offline_boundary.py:31,33,35,37,39; scripts/sdd/codex_hook_guard.py:23,27; scripts/sdd/run_codex_carrier_probe.py:550; scripts/sdd/task0_freeze.py:81,83,85,87,90,94; sdd/adapters/codex-enforcement.yml:15,17,39,96,110,145; sdd/adapters/codex-skill-preface.md:16,17; sdd/adapters/codex-skills-readme.md:39,40; sdd/adapters/development-agent.md:28,31,39,48,49,50,51,52,53,74,135; sdd/development-agent.yml:345,353,404,442,497; sdd/gates.md:69,71,228,229; sdd/lifecycle.md:167; tests/unit/golden/codex_translation/alpha.out.md:15,16; tests/unit/test_agents_sync.py:700,702,704,706,709; tests/unit/test_check_commit_messages.py:8; tests/unit/test_check_frontmatter.py:10; tests/unit/test_check_loop_section_refs.py:3,92; tests/unit/test_codex_enforcement_d1a.py:74,119,150,203,845; tests/unit/test_dual_agent_compat.py:57,80; tests/unit/test_dual_agent_negative.py:8,23,201,205,214; tests/unit/test_find_stale_docs.py:3,63,144,150,175,182,216,250; tests/unit/test_run_codex_carrier_probe.py:5,80; tests/unit/test_run_codex_carrier_probe_p1b.py:6; tests/unit/test_sdd_development_agent.py:5,96,97,99,100; tests/unit/test_task0_freeze.py:5,44,48,65,134,137,139,246",asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,00046dfca416b54a371feec82be6b295fe608d8c25398ed1305cf1f8252a38fb,20e2f24c352cf640d9dd33234b128ca897804b99:AGENTS.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A087,CHANGELOG.md,retain,CHANGELOG.md,".agents/skills/mj-agent-flow-plan/SKILL.md:203; .agents/skills/mj-agent-flow-post-merge/SKILL.md:62,116,128,331,415; .agents/skills/mj-agent-flow-repo-scan/SKILL.md:141,201; .agents/skills/mj-agent-flow-self-review/SKILL.md:199; .agents/skills/mj-agent-git-branch/SKILL.md:126; .agents/skills/mj-agent-git-pr/SKILL.md:150,151,218; .agents/skills/mj-agent-git-push/SKILL.md:34,36; .claude/skills/mj-agent-doc-author/SKILL.md:143; .claude/skills/mj-agent-doc-plan/SKILL.md:96,105,159; .claude/skills/mj-agent-doc-review/SKILL.md:60; .claude/skills/mj-agent-doc-sync/SKILL.md:79; .claude/skills/mj-agent-flow-plan/SKILL.md:175; .claude/skills/mj-agent-flow-post-merge/SKILL.md:34,79,91,294,375; .claude/skills/mj-agent-flow-repo-scan/SKILL.md:113,173; .claude/skills/mj-agent-flow-self-review/SKILL.md:165; .claude/skills/mj-agent-git-branch/SKILL.md:98; .claude/skills/mj-agent-git-pr/SKILL.md:122,123,190; .claude/skills/mj-agent-git-push/SKILL.md:34,36; .github/PULL_REQUEST_TEMPLATE/bugfix.md:23; .github/PULL_REQUEST_TEMPLATE/feature.md:21; .github/PULL_REQUEST_TEMPLATE/release.md:12,65; .github/workflows/check-stale-docs.yml:20,51; CONTRIBUTING.md:96,202; docs/infrastructure/cicd/[RUNBOOK]_Release_Process.md:72,87,112,209; docs/infrastructure/git/[GUIDE]_GitHub_Setup_And_Versioning.md:268,276; docs/infrastructure/git/[GUIDE]_Git_Branch_Strategy.md:206; docs/infrastructure/git/[GUIDE]_Git_Push_Workflow.md:85,153,172,181,182,519; docs/infrastructure/git/[GUIDE]_PR_Description_Convention.md:276,278,338,344; policies/archive.md:149,191; policies/ci-gates.md:149,154; policies/documentation.md:137,184; policies/security.md:101; scripts/check_loop_section_refs.py:52,86; scripts/check_no_cross_repo_refs.py:22,96; scripts/check_wikilinks.py:37; scripts/find_stale_docs.py:10,50; scripts/sdd/check_archived_references.py:16,69; sdd/gates.md:71; sdd/workflows/execution-loop.md:376; tests/unit/test_check_loop_section_refs.py:89; tests/unit/test_check_wikilinks.py:114,129,132; tests/unit/test_find_stale_docs.py:55; tests/unit/test_sdd_archived_references.py:5,12,123",asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,d4e21b7c851ee127eebcdf33fd0c0b5bb10184eddd4a5c4421cceae8dd04060c,20e2f24c352cf640d9dd33234b128ca897804b99:CHANGELOG.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A088,CLAUDE.md,absorb-then-retire,AGENTS.md,".agents/skills/mj-agent-doc-validate/SKILL.md:71,130,131,155,163,241; .agents/skills/mj-agent-flow-diagnose/SKILL.md:106; .agents/skills/mj-agent-flow-intake/SKILL.md:172; .agents/skills/mj-agent-flow-post-merge/SKILL.md:197; .agents/skills/mj-agent-flow-repo-scan/SKILL.md:141,175,176,178; .agents/skills/mj-agent-flow-self-review/SKILL.md:149,151,158,172,180,183,195,198; .agents/skills/mj-agent-flow-verify/SKILL.md:40,291; .agents/skills/mj-agent-git-pr/SKILL.md:172; .claude/skills/SKILL_INDEX.md:51; .claude/skills/mj-agent-doc-author/SKILL.md:3,14,61,118,143,264,272; .claude/skills/mj-agent-doc-migrate/SKILL.md:143; .claude/skills/mj-agent-doc-plan/SKILL.md:96; .claude/skills/mj-agent-doc-review/SKILL.md:3,35,60,88,89,137,202; .claude/skills/mj-agent-doc-sync/SKILL.md:3,10,12,38,40,42,69,70,73,74,76,77,78,79,80,81,83,84,85,108,115,118,125,140,161,178,180,181,186,189; .claude/skills/mj-agent-doc-validate/SKILL.md:3,43,102,103,127,135,213; .claude/skills/mj-agent-flow-diagnose/SKILL.md:106; .claude/skills/mj-agent-flow-intake/SKILL.md:144; .claude/skills/mj-agent-flow-post-merge/SKILL.md:160; .claude/skills/mj-agent-flow-repo-scan/SKILL.md:113,147,148,150; .claude/skills/mj-agent-flow-self-review/SKILL.md:115,117,124,138,146,149,161,164; .claude/skills/mj-agent-flow-verify/SKILL.md:12,263; .claude/skills/mj-agent-git-pr/SKILL.md:144; .claude/skills/mj-agent-git-review-pr/SKILL.md:100,226; .claude/skills/mj-agent-infra-env-setup/SKILL.md:24,150,224,269; .claude/skills/mj-agent-infra-storage-stack/SKILL.md:206,261,262; .github/ISSUE_TEMPLATE/documentation.md:27,42; .github/PULL_REQUEST_TEMPLATE.md:100; .github/PULL_REQUEST_TEMPLATE/documentation.md:22; .github/PULL_REQUEST_TEMPLATE/feature.md:30; .github/PULL_REQUEST_TEMPLATE/hotfix.md:35; .github/PULL_REQUEST_TEMPLATE/maintain.md:26; .github/PULL_REQUEST_TEMPLATE/release.md:23; .github/workflows/check-stale-docs.yml:20,50; .github/workflows/ci.yml:111; AGENTS.md:13,27,179,203,219; CONTRIBUTING.md:96,163,192,202; README.md:54,107,186,196; capabilities/AGENTS.md:6,40; capabilities/CLAUDE.md:1,4,5,108; capabilities/INDEX.md:92; capabilities/data-agent/safe-sql/runbook.md:39; capabilities/infrastructure/docker-compose/contracts/docker.contract.yml:106; capabilities/infrastructure/docker-compose/design.md:49; capabilities/infrastructure/docker-compose/runbook.md:308; capabilities/infrastructure/docker-compose/tasks.md:68; capabilities/infrastructure/mcp-server-governance/requirements.md:84; docs/guide/[GUIDE]_Developer_Onboarding.md:41,139,192,228,371; docs/guide/[GUIDE]_MJ_Agent_SPEC_Authoring.md:83,172,178,221; docs/guide/[GUIDE]_Quick_Start_Setup.md:27,68,204,218; docs/infrastructure/git/INDEX.md:46; docs/infrastructure/git/[GUIDE]_GitHub_Setup_And_Versioning.md:265,343,365; docs/infrastructure/git/[GUIDE]_Git_Branch_Strategy.md:351,629; docs/infrastructure/git/[GUIDE]_Git_Push_Workflow.md:272; policies/ai-agent.md:31,42,133,134,309,310,314,411,412; policies/archive.md:150,152,182; policies/ci-gates.md:393; policies/docker-runtime.md:152,163; policies/documentation.md:18,139,142,150,151,153,185,233,243,251,258,284,432,435,439,448,449,451,453,509,510,511,538; policies/git-branching.md:107; policies/release.md:51; policies/security.md:98,127; scripts/check_ai_context_audit.py:30,33,291,293,302,336; scripts/check_loop_section_refs.py:92; scripts/check_no_cross_repo_refs.py:6,19,56; scripts/check_wikilinks.py:13,37,48; scripts/find_stale_docs.py:11,52; scripts/sdd/check_archived_references.py:23,54; scripts/sdd/check_contracts.py:4,42,94; scripts/sdd/check_development_agent.py:83,91,93,95,97,99,432,434,435,443,449; scripts/sdd/check_test_offline_boundary.py:32,34,36,38,40; scripts/sdd/task0_freeze.py:79,80,82,84,86; sdd/adapters/claude-code-skill.md:41; sdd/adapters/codex-enforcement.yml:104; sdd/adapters/development-agent.md:28,53,74; sdd/constitution.md:96; sdd/gates.md:65,71,230; sdd/lifecycle.md:107,113,168; sdd/workflows/execution-loop.md:368,376,377; tests/unit/test_agents_sync.py:701,703,705,707,710,751,1173; tests/unit/test_check_ai_context_audit.py:43,56,97,104,173,178,319,395,396,423,424,444,447,448; tests/unit/test_check_loop_section_refs.py:92,226,229; tests/unit/test_check_wikilinks.py:32; tests/unit/test_codex_enforcement_d1a.py:759; tests/unit/test_dual_agent_compat.py:109; tests/unit/test_env_example_ascii.py:10; tests/unit/test_find_stale_docs.py:57; tests/unit/test_guard_git_workflow_hook.py:8; tests/unit/test_sdd_development_agent.py:97,100,280; tests/unit/test_sdd_g23_g24_tdd_test_list.py:177,179,193,203,204; tests/unit/test_task0_freeze.py:40,43,61,158,159,189,191,192,195,196,376,377",asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,e6aed8feb3fd1193cd00743454a083beb6aaa3e324d08e83fd372054400e990a,20e2f24c352cf640d9dd33234b128ca897804b99:CLAUDE.md,NO_DELETE_AUTHORIZATION,CONDITIONAL_FUTURE_REVIEW,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A089,CONTRIBUTING.md,review-direct-consumer,CONTRIBUTING.md,".claude/skills/mj-agent-doc-author/SKILL.md:143; .claude/skills/mj-agent-doc-plan/SKILL.md:3,96; .claude/skills/mj-agent-doc-review/SKILL.md:60; .claude/skills/mj-agent-doc-sync/SKILL.md:108; .github/workflows/check-stale-docs.yml:20,53; README.md:251; policies/archive.md:149; policies/documentation.md:136,184,272; scripts/check_loop_section_refs.py:90; scripts/check_wikilinks.py:37; scripts/find_stale_docs.py:10,49; sdd/gates.md:69,229; tests/unit/test_check_loop_section_refs.py:92; tests/unit/test_find_stale_docs.py:54,248",asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,1a77b66ba665cd5d2e2e30c85d9e243c56b24e06d462f272bc7b735333435ad3,20e2f24c352cf640d9dd33234b128ca897804b99:CONTRIBUTING.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A090,GLOSSARY.md,retain,GLOSSARY.md,".agents/skills/mj-agent-git-commit/SKILL.md:129; .claude/skills/mj-agent-doc-author/SKILL.md:143,172; .claude/skills/mj-agent-doc-plan/SKILL.md:3,96; .claude/skills/mj-agent-git-commit/SKILL.md:129; .github/workflows/check-stale-docs.yml:20,54; CONTRIBUTING.md:96,202,224; README.md:14,253; policies/archive.md:149,154; policies/documentation.md:138,184; policies/security.md:80; scripts/check_loop_section_refs.py:91; scripts/check_wikilinks.py:14,37,49; scripts/find_stale_docs.py:11,51; sdd/gates.md:69,229; tests/unit/test_check_wikilinks.py:34,137,139,159,160; tests/unit/test_find_stale_docs.py:56,249",asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,d7b8b690370a0b85968afb4b5085e75a3790f7592aeee0ff92ca3a6538bd28c6,20e2f24c352cf640d9dd33234b128ca897804b99:GLOSSARY.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A091,README.md,review-direct-consumer,README.md,".agents/skills/mj-agent-flow-implement/SKILL.md:207,214; .claude/skills/mj-agent-doc-author/SKILL.md:143; .claude/skills/mj-agent-doc-plan/SKILL.md:96; .claude/skills/mj-agent-doc-review/SKILL.md:60; .claude/skills/mj-agent-doc-sync/SKILL.md:69,70,73,74,76,81,108; .claude/skills/mj-agent-flow-implement/SKILL.md:170,177; .claude/skills/mj-agent-git-review-pr/SKILL.md:94; .claude/skills/mj-agent-infra-docker-compose/SKILL.md:305; .claude/skills/mj-agent-infra-env-setup/SKILL.md:22,119,131,266; .dockerignore:7; .github/workflows/check-stale-docs.yml:20,52; .github/workflows/ci.yml:111; .github/workflows/docker-build.yml:31; AGENTS.md:42; CLAUDE.md:132; CONTRIBUTING.md:26,96,202; capabilities/data-agent/llm-provider/runbook.md:54; capabilities/infrastructure/docker-compose/contracts/docker.contract.yml:35,51; capabilities/infrastructure/docker-compose/runbook.md:235; docs/guide/[GUIDE]_Developer_Onboarding.md:41,98,139,155,161,166,322,323,405,407; docs/guide/[GUIDE]_MJ_Agent_SPEC_Authoring.md:157; docs/guide/[GUIDE]_Quick_Start_Setup.md:111; docs/infrastructure/git/[GUIDE]_GitHub_Setup_And_Versioning.md:264; docs/infrastructure/git/[GUIDE]_Git_Branch_Strategy.md:194; policies/ai-agent.md:373; policies/archive.md:149; policies/docker-runtime.md:38; policies/documentation.md:135,184; policies/release.md:51; policies/security.md:98,127; scripts/check_loop_section_refs.py:89; scripts/check_no_cross_repo_refs.py:19,57; scripts/check_wikilinks.py:37; scripts/find_stale_docs.py:10,48; scripts/sdd/_common/codex_readme_renderer.py:1; scripts/sdd/_common/projection_loader.py:195; scripts/sdd/agents_sync.py:24,308,546,550,616,618,620,852,856,1239,1240; scripts/sdd/check_cross_carrier.py:9; scripts/sdd/run_codex_carrier_probe.py:556; sdd/adapters/development-agent.md:134; sdd/gates.md:62,64,68; tests/unit/test_agents_sync.py:82,194,731,2133,2143; tests/unit/test_check_wikilinks.py:99,106,110,118,124,158,160; tests/unit/test_codex_enforcement_d1a.py:421,748,794; tests/unit/test_find_stale_docs.py:53,90,96; tests/unit/test_lock_v2.py:95,222,468; tests/unit/test_run_codex_carrier_probe_p1b.py:242,248,453,454,515,603; tests/unit/test_sdd_capability_impact.py:154,156,216,222,228,229,243; tests/unit/test_sdd_development_agent.py:926,1001,1093; tests/unit/test_sdd_g25_changed_code.py:22; tests/unit/test_task0_freeze.py:57,141; tests/unit/test_v2_engine.py:198,214",asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,4eea076248550f79808fc76dff6fc6ea5d06357f9e8467e7f4b9d23ce30c4821,20e2f24c352cf640d9dd33234b128ca897804b99:README.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A092,capabilities/AGENTS.md,update-entry,capabilities/AGENTS.md,AGENTS.md:30; scripts/sdd/check_development_agent.py:92; scripts/sdd/check_test_offline_boundary.py:33; scripts/sdd/task0_freeze.py:81; tests/unit/test_agents_sync.py:702,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,5b8f2d9c02bef5855d7e93bc3d40b063b278a8bb8d9a351a8fb6449ae9f6a4bc,20e2f24c352cf640d9dd33234b128ca897804b99:capabilities/AGENTS.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A093,capabilities/CLAUDE.md,absorb-then-retire,capabilities/AGENTS.md,"capabilities/AGENTS.md:6,40; scripts/sdd/check_contracts.py:4,42,94; scripts/sdd/check_development_agent.py:93; scripts/sdd/check_test_offline_boundary.py:34; scripts/sdd/task0_freeze.py:80; tests/unit/test_agents_sync.py:703; tests/unit/test_task0_freeze.py:158",asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,ba11a07d5284b1726fd69aa4f5ca9ae3081c950258c46440b92fefaf5323c603,20e2f24c352cf640d9dd33234b128ca897804b99:capabilities/CLAUDE.md,NO_DELETE_AUTHORIZATION,CONDITIONAL_FUTURE_REVIEW,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A094,capabilities/INDEX.md,review-direct-consumer,capabilities/INDEX.md,.github/ISSUE_TEMPLATE/documentation.md:26; sdd/workflows/archive-capability.md:38,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,8e7211e654bea7c9b2ec57afdc5481c3d3109de78e92fe8bc885d5a61d880d6f,20e2f24c352cf640d9dd33234b128ca897804b99:capabilities/INDEX.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A095,capabilities/data-agent/llm-provider/contracts/provider.contract.yml,review-direct-contract-reference,capabilities/data-agent/llm-provider/contracts/provider.contract.yml,source lines 143,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,cb9435f7dd24b329e279d862f6ce780038b0850d739fdfabbc25b3096c6417f2,20e2f24c352cf640d9dd33234b128ca897804b99:capabilities/data-agent/llm-provider/contracts/provider.contract.yml,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A096,capabilities/data-agent/llm-provider/design.md,review-direct-consumer,capabilities/data-agent/llm-provider/design.md,.mcp.json; tests/conftest.py,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,cbf759e69bf453a0712b5d4ac5725d4bab6dba8220535fd9ab93d4d3ac7c08d3,20e2f24c352cf640d9dd33234b128ca897804b99:capabilities/data-agent/llm-provider/design.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A097,capabilities/data-agent/safe-sql/runbook.md,review-direct-consumer,capabilities/data-agent/safe-sql/runbook.md,CLAUDE.md; docker/CLAUDE.md; docker/compose.override.yml; docker/compose.prod.yml; docker/compose.test.yml; docker/compose.yaml; docs/guide/[GUIDE]_Developer_Onboarding.md; policies/ai-agent.md; policies/archive.md; policies/data-boundary.md; sdd/adapters/bdd-tdd.md,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,f629d09b1a65d7a9aa8f709790347b35fc2d9b87e1929298d8cbecf179c8adcf,20e2f24c352cf640d9dd33234b128ca897804b99:capabilities/data-agent/safe-sql/runbook.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A098,capabilities/infrastructure/docker-compose/contracts/docker.contract.yml,review-direct-contract-reference,capabilities/infrastructure/docker-compose/contracts/docker.contract.yml,sdd/adapters/docker-container.md:248,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,1371b9e65a67144d9d89632da173ac89b5eddf8c545a3e1593f1f390c3ac89f9,20e2f24c352cf640d9dd33234b128ca897804b99:capabilities/infrastructure/docker-compose/contracts/docker.contract.yml,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A099,capabilities/infrastructure/docker-compose/design.md,review-direct-consumer,capabilities/infrastructure/docker-compose/design.md,.mcp.json; CLAUDE.md; docker/Dockerfile; docker/compose.override.yml; docker/compose.prod.yml; docker/compose.test.yml; docker/compose.yaml; docker/entrypoint.sh; docker/postgres-init/01-bootstrap-mj-agent-memory.sh; sdd/adapters/docker-container.md,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,f8015b6dad6dc6f2fbdf3a3da832c1c36ce9103091b89b96e8f4197a48064ba0,20e2f24c352cf640d9dd33234b128ca897804b99:capabilities/infrastructure/docker-compose/design.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A100,capabilities/infrastructure/docker-compose/runbook.md,review-direct-consumer,capabilities/infrastructure/docker-compose/runbook.md,.claude/skills/mj-agent-infra-docker-compose/SKILL.md:249; docs/guide/[GUIDE]_Developer_Onboarding.md:321; sdd/gates.md:69,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,7c286c779f3826aea825693c13ce6a3b6cbeaf77d1268172060b1664ef2b228a,20e2f24c352cf640d9dd33234b128ca897804b99:capabilities/infrastructure/docker-compose/runbook.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A101,capabilities/infrastructure/docker-compose/tasks.md,review-direct-consumer,capabilities/infrastructure/docker-compose/tasks.md,CLAUDE.md; policies/docker-runtime.md,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,9639410e57d26137a4d681ebe22a5ec368e05967457a115281a9ad3418ac90ed,20e2f24c352cf640d9dd33234b128ca897804b99:capabilities/infrastructure/docker-compose/tasks.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A102,capabilities/infrastructure/mcp-server-governance/contracts/claude-skill.contract.yml,review-direct-contract-reference,capabilities/infrastructure/mcp-server-governance/contracts/claude-skill.contract.yml,"CLAUDE.md:46; scripts/check_ai_context_audit.py:64; sdd/adapters/claude-code-skill.md:84,176; sdd/development-agent.yml:549,566,583,600,617,634,651,668; tests/unit/test_check_ai_context_audit.py:388",asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,3f18901a819eb0625b5eb303bd79938715312af8737aca33c46343d786e062f4,20e2f24c352cf640d9dd33234b128ca897804b99:capabilities/infrastructure/mcp-server-governance/contracts/claude-skill.contract.yml,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A103,capabilities/infrastructure/mcp-server-governance/contracts/governance.contract.yml,review-direct-contract-reference,capabilities/infrastructure/mcp-server-governance/contracts/governance.contract.yml,.github/PULL_REQUEST_TEMPLATE.md:120; policies/ci-gates.md:141; policies/claude-code-skill.md:159,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,b6b4fd8da8f6ca4963132015129e431dd23e3170df859863d1b11a2e439c6c77,20e2f24c352cf640d9dd33234b128ca897804b99:capabilities/infrastructure/mcp-server-governance/contracts/governance.contract.yml,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A104,capabilities/infrastructure/mcp-server-governance/contracts/mcp-server.contract.yml,review-direct-contract-reference,capabilities/infrastructure/mcp-server-governance/contracts/mcp-server.contract.yml,.mcp.json,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,5d5cba6546569776e49c2052f2c2f3e76017dc456e73408ff955aeaa159cfe96,20e2f24c352cf640d9dd33234b128ca897804b99:capabilities/infrastructure/mcp-server-governance/contracts/mcp-server.contract.yml,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
A105,capabilities/infrastructure/mcp-server-governance/design.md,review-direct-consumer,capabilities/infrastructure/mcp-server-governance/design.md,.claude/scripts/pg-server-start.cmd; .claude/scripts/pg-server-wrapper.mjs; .github/PULL_REQUEST_TEMPLATE.md; .mcp.json; sdd/adapters/claude-code-skill.md,asset-map/P3 inventory + p4-prerequisite-verification.json targeted scan; no exhaustive zero-consumer proof,2200e35b932908c46f866f441d652f32b4e644d858be6aed2413dce7638c409c,20e2f24c352cf640d9dd33234b128ca897804b99:capabilities/infrastructure/mcp-server-governance/design.md,NO_DELETE_AUTHORIZATION,KEEP_OR_REVIEW_ONLY,NO,P3_NOT_APPLIED; P4_BLOCKED_PREREQUISITE; active or unresolved consumers / required evidence retained
